LATITUDE,LONGITUDE,location_x
41.4089868,-81.9828085,"33128, Cedar Branch Circle, North Ridgeville, Lorain County, Ohio, 44039, United States"
40.0154545,-81.6283321,"Fairdale Drive, Meadow Village, Cambridge, Guernsey County, Ohio, 43725, United States"
39.2796205,-84.6483186,"6270, Day Road, Colerain Township, Hamilton County, Ohio, 45252, United States"
40.1255594,-84.0484601,"Alcony­Conover Road, Conover, Miami County, Ohio, 45317, United States"
39.6764832,-84.1128616,"2884, Swigert Road, Southeast Dayton, Kettering, Montgomery County, Ohio, 45440, United States"
40.8566774,-81.2852203,"Reno Drive Northeast, Louisville, Stark County, Ohio, 44641, United States"
40.0457687,-83.0640182,"4331, Lyon Drive, Upper Arlington, Sharon, Franklin County, Ohio, 43220, United States"
40.7509878,-84.1446623,"841, Mackenzie Drive, Lima, Allen County, Ohio, 45805, United States"
39.6139702,-84.2515245,"72, Berwick Court, Miamisburg, Montgomery County, Ohio, 45342, United States"
41.5907669,-81.557991,"17478, Crestland Road, North Collinwood, Cleveland, Cuyahoga County, Ohio, 44119, United States"
39.38003,-84.2091191,"South Lebanon, Warren County, Ohio, 45065, United States"
39.110894,-84.3773477,"6117, Turpin Hills Drive, Turpin Hills, Anderson Township, Hamilton County, Ohio, 45244, United States"
41.128224,-81.5667765,"717, North Hawkins Avenue, Northwest Akron, Akron, Summit County, Ohio, 44313, United States"
39.2877173,-84.3084254,"9198, Dominion Circle, Sycamore Station, Symmes Township, Hamilton County, Ohio, 45249, United States"
41.3053333,-81.336149,"500, Fox Run Trail, Aurora, Portage County, Ohio, 44202, United States"
41.1260058,-81.488162,"1560, 2nd Street, Gorge Terrace, Cuyahoga Falls, Summit County, Ohio, 44221, United States"
39.9305046,-82.7230972,"Blacklick-Eastern Road Northwest, Violet Township, Fairfield County, Ohio, 43147, United States"
39.2207776,-84.321762,"9250, Given Road, Indian Hill, Hamilton County, Ohio, 45243, United States"
41.4310985,-81.9038028,"3822, Root Road, North Olmsted, Cuyahoga County, Ohio, 44070, United States"
41.4409446,-82.0254114,"Kinzel Road, Avon, Lorain County, Ohio, 44011, United States"
41.3385042,-81.6629326,"3399, Bramblewood Drive, Broadview Heights, Cuyahoga County, Ohio, 44147, United States"
40.84715,-80.5263666,"Pleasant Drive, Darlington Township, Columbiana County, Ohio, 44413, United States"
40.0668235,-84.1471584,"3002, Cathcart Road, Miami County, Ohio, 45373, United States"
41.7482234,-81.1060736,"5156, Turnbury Drive, Lake County, Ohio, 44057, United States"
40.7855409,-82.1269456,"1143, Bell Road, Plain Township, Wayne County, Ohio, 44691, United States"
40.0945485,-82.9689948,"1821, Arbor Hill Drive, Northgate, Columbus, Sharon, Franklin County, Ohio, 43229, United States"
41.3066667,-81.6553237,"9359, Barr Road, Brecksville, Cuyahoga County, Ohio, 44141, United States"
39.1991362,-84.2052962,"1562, Pointe Drive, Deerfield Pointe, Miami Township, Clermont County, Ohio, 45150, United States"
41.3065069,-83.6517583,"South Dixie Highway, Mermill, Wood County, Ohio, 43451, United States"
39.507576,-82.7158356,"Wolfe Road, Hocking County, Ohio, 43135, United States"
41.1278515,-81.8560092,"862, Wadsworth Road, Poe, Medina, Montville Township, Medina County, Ohio, 44256, United States"
41.430073,-81.9621985,"4062, Bradley Road, Westlake, Cuyahoga County, Ohio, 44145, United States"
39.3058064,-82.1010872,"173, Lamar Drive, La Mar Heights, Athens, Athens Township, Athens County, Ohio, 45701, United States"
39.1177371,-84.3360992,"3251, Dry Run View Lane, Anderson Township, Hamilton County, Ohio, 45244, United States"
39.819767,-84.2985401,"375, Belle Meadows Drive, Trotwood, Montgomery County, Ohio, 45426, United States"
41.4983868,-82.0254404,"344, Inwood Boulevard, Avon Point, Avon Lake, Lorain County, Ohio, 44012, United States"
41.3745422,-81.7124863,"3958, Hilltop Drive, Parma, Cuyahoga County, Ohio, 44134, United States"
39.5552928,-84.2409693,"129, Redbud Drive, Springboro, Warren County, Ohio, 45066, United States"
39.8632474,-81.0973571,"Belmont County, Ohio, 43747, United States"
41.3478145,-81.6334847,"7887, Brecksville Road, Brecksville, Cuyahoga County, Ohio, 44141, United States"
39.9907708,-81.1127434,"61680, Russell Long Run Road, Speidel, Belmont County, Ohio, 43719, United States"
40.8923307,-80.8448159,"1011, Homewood Avenue, Salem, Columbiana County, Ohio, 44460, United States"
40.7976912,-80.749412,"SR 517, Lisbon, Fairfield Township, Columbiana County, Ohio, 44432, United States"
41.6447678,-83.465696,"3465, Starr Avenue, Haley Hollow, Oregon, Lucas County, Ohio, 43616, United States"
41.5471552,-84.1682631,"15773, SR 2, Wauseon, Fulton County, Ohio, 43567, United States"
39.2775165,-84.2933919,"11644, Kosine Drive, Fox Ridge Acres, Loveland, Symmes Township, Hamilton County, Ohio, 45140, United States"
40.1226562,-82.8938894,"Westerville, Sharon, Franklin County, Ohio, 43081, United States"
41.4248516,-81.4213746,"38355, Miles Road, Moreland Hills, Cuyahoga County, Ohio, 44022, United States"
39.8487142,-84.0954367,"6708, Willowmere Court, Huber Heights, Montgomery County, Ohio, 45424, United States"
41.4009401,-81.7667556,"11330, Cheyenne Trail, Parma Heights, Cuyahoga County, Ohio, 44130, United States"
39.060535,-84.3556202,"Coldstream, Anderson Township, Hamilton County, Ohio, 45230, United States"
39.3212016,-84.3741243,"9009, Amy Marie, West Chester Township, Butler County, Ohio, 45069, United States"
39.9833392,-82.8035135,"44, Wickfield Road, Reynoldsburg, Jefferson Township, Franklin County, Ohio, 43004, United States"
41.2456848,-81.8759365,"5318, Bringham Drive, Brunswick Hills Township, Medina County, Ohio, 44212, United States"
39.3875073,-84.3659315,"6454, Jamison Way, Taylor Village, Jericho, Liberty Township, Butler County, Ohio, 45044, United States"
40.0838858,-82.4834192,"39, Pleasant View Drive Northeast, Granville Township, Licking County, Ohio, 43023, United States"
39.1289482,-82.965538,"404, Robin Road, Bristol Village, Waverly, Pee Pee Township, Pike County, Ohio, 45690, United States"
39.3322791,-84.3019555,"7277, White Oak Court, Oakwood Lakes, Mason, Warren County, Ohio, 45040, United States"
40.0548321,-83.0132886,"4502, Sellers Avenue, Clintonville, Columbus, Sharon, Franklin County, Ohio, 43214, United States"
41.1134806,-81.7376383,"Alderfer-Oenslager Wildlife Sanctuary, 6100, Ridge Road, Sharon Center, Sharon Township, Medina County, Ohio, 44274, United States"
40.4904246,-82.4079126,"17831, Carson Road, Four Corners, Pike Township, Knox County, Ohio, 44822, United States"
41.1739702,-82.715764,"Peru West Section Line Road, Peru Township, Huron County, Ohio, 44847, United States"
41.4797779,-81.5672478,"2858, Sedgewick Road, Onaway, Shaker Heights, Cuyahoga County, Ohio, 44120, United States"
39.6052399,-82.9401627,"436, North Pickaway Street, Circleville Historic District, Circleville, Pickaway County, Ohio, 43113, United States"
41.3467736,-81.7371976,"7218, Tilby Road, North Royalton, Cuyahoga County, Ohio, 44133, United States"
39.125525,-84.4296362,"3290, Nash Avenue, Mount Lookout, Cincinnati, Hamilton County, Ohio, 45226, United States"
41.5974405,-81.4739656,"East 290th Street, Wickliffe, Lake County, Ohio, 44092, United States"
40.7878679,-82.2526295,"1867, County Road 655, Vermillion Township, Ashland County, Ohio, 44805, United States"
39.5367341,-84.0326632,"New Burlington Road, Waynesville, Warren County, Ohio, 45068, United States"
41.4581903,-83.8835388,"1033, Township Road U, Washington Township, Henry County, Ohio, 43532, United States"
40.7913593,-80.8642838,"33611, New Garden Avenue, Seven Springs, New Garden, Columbiana County, Ohio, 44432, United States"
39.1465187,-81.8301086,"40472, Limberger Ridge Road, Success, Meigs County, Ohio, 45772, United States"
40.8721995,-81.3790785,"280, Walsh Avenue Southeast, North Canton, Stark County, Ohio, 44720, United States"
40.3096957,-83.0756902,"134, Forest Avenue, Delaware, Delaware County, Ohio, 43015, United States"
40.2533587,-83.0841569,"1362, Bunty Station Road, Delaware Township, Delaware County, Ohio, 43015, United States"
41.1283555,-81.7966644,"Windem Drive, Montville Township, Medina County, Ohio, United States"
39.7230819,-84.0274036,"1167, Edition Drive, Beavercreek, Greene County, Ohio, 45434, United States"
39.9646757,-82.8487909,"5690, Farms Drive, Columbus, Franklin County, Ohio, 43213, United States"
39.3589783,-84.1224036,"Little Miami Scenic Trail, Morrow, Warren County, Ohio, 45152, United States"
39.4238304,-84.2081787,"124, Concord Drive, Avalon Heights, Lebanon, Warren County, Ohio, 45036, United States"
40.7534828,-80.5792437,"48816, Pancake Clarkson Road, Pancake, Columbiana County, Ohio, 44455, United States"
39.5349702,-83.4944484,"817, Mount Olive Road, Fayette County, Ohio, 43160, United States"
41.5406595,-81.4900467,"767, Edgewood Road, Richmond Heights, Cuyahoga County, Ohio, 44143, United States"
40.0769419,-82.9700238,"1782, Sandalwood Place, Forest Park, Columbus, Sharon, Franklin County, Ohio, 43229, United States"
39.6474739,-84.5305537,"117, West South Street, Gratis, Preble County, Ohio, 45311, United States"
39.8162003,-83.855545,"1836, Hilt Road, Miami Township, Greene County, Ohio, 45387, United States"
39.8564224,-84.1401672,"5398, Longford Road, Sulphur Grove, Huber Heights, Montgomery County, Ohio, 45424, United States"
39.9882876,-83.1003787,"3583, Aaron Drive, Columbus, Franklin County, Ohio, 43228, United States"
41.1965117,-81.4058113,"2607, Duquesne Drive, Lacoline Estates, Stow, Summit County, Ohio, 44224, United States"
39.4888735,-84.8065567,"7729, Stillwell Beckett Road, Oxford Township, Butler County, Ohio, 45056, United States"
41.4890449,-81.7787235,"1229, Thoreau Road, Gold Coast, Lakewood, Cuyahoga County, Ohio, 44107, United States"
39.468096,-84.7789729,"6963, Imhoff Road, Reily Township, Butler County, Ohio, 45056, United States"
41.3936229,-80.9763362,"49, Grove Street, West Farmington, Trumbull County, Ohio, 44491, United States"
39.3566144,-84.2962611,"269, Kings Mills Road, Mason, Warren County, Ohio, 45040, United States"
39.338044,-84.3236146,"544, Shawnee Lane, Mason, Warren County, Ohio, 45040, United States"
39.3558206,-84.3012859,"Kings Mills Road, Mason, Warren County, Ohio, 45040, United States"
39.3200849,-84.3453851,"8148, Summer View Drive, Chestnut Oaks, Miltomson, Deerfield Township, Warren County, Ohio, 45040, United States"
40.5531394,-84.60836,"5023, Mud Pike Road, Mercer County, Ohio, 45822, United States"
39.9800922,-82.7624156,"9172, Jackies Bend, Reynoldsburg, Licking County, Ohio, 43068, United States"
39.3910365,-84.2982923,"3789, Winning Stakes Way, Chestnut Hill, Mason, Deerfield Township, Warren County, Ohio, 45040, United States"
41.2271831,-82.0444494,"Mennell Road, Grafton Township, Lorain County, Ohio, 44044, United States"
40.553146,-84.6081185,"5029, Mud Pike Road, Mercer County, Ohio, 45822, United States"
39.1910168,-84.3662191,"7433, Euclid Avenue, Madeira, Hamilton County, Ohio, 45243, United States"
41.0585197,-81.8785277,"Ryan Road, Westfield Township, Medina County, Ohio, 44273, United States"
39.3734406,-84.3157231,"Stepping Stone Drive, Ashley Place, Mason, Warren County, Ohio, 45040, United States"
40.7996172,-81.553187,"729, 24th Street Northwest, Mayflower Village, Massillon, Stark County, Ohio, 44647, United States"
41.3696189,-81.7544962,"9922, Tracy Trail, Parma, Cuyahoga County, Ohio, 44130, United States"
41.4573131,-81.3041659,"Trout Lily Trail, Russell Township, Geauga County, Ohio, 44073, United States"
41.6202588,-81.2050907,"Trillium Trail, Chardon Township, Geauga County, Ohio, 44024, United States"
39.6396675,-84.0843353,"3862, Polo Trace Court, Bellbrook, Greene County, Ohio, 45305, United States"
39.6323658,-84.3044472,"561, Lower Miamisburg Road, Miamisburg, Miami Township, Montgomery County, Ohio, 45342, United States"
39.740208,-84.06953,"1701, Woods Drive, Knollwood, Beavercreek, Greene County, Ohio, 45432, United States"
39.3252851,-84.392562,"7061, Forest View Drive, West Chester Township, Butler County, Ohio, 45069, United States"
40.0617821,-83.0640972,"5104, Sansom Court, Rittenhouse Square, Columbus, Sharon, Franklin County, Ohio, 43220, United States"
40.1600914,-82.798645,"13810, Duncan Run Road, Center Village, Harlem Township, Delaware County, Ohio, 43021, United States"
40.7809322,-80.8150916,"Columbiana County, Ohio, United States"
40.9356917,-83.7511396,"6789, County Road 26, Hancock County, Ohio, 45881, United States"
39.2691843,-84.2859611,"190, Lexington Drive, Claiborne, Loveland, Hamilton County, Ohio, 45140, United States"
39.4376319,-84.5869609,"498, Dexter Court, Hamilton, Butler County, Ohio, 45013, United States"
41.2595062,-81.5929947,"2581, West Boston Mills Road, Richfield Township, Summit County, Ohio, 44141, United States"
41.4148309,-82.6377907,"Turfside Circle, Huron Township, Erie County, Ohio, United States"
39.1649971,-84.1161652,"2624, Weaver Road, Stonelick Township, Clermont County, Ohio, 45103, United States"
41.2774372,-81.4908351,"474, Deep Creek Circle, Brandywine Preserve, Northfield Center Township, Summit County, Ohio, 44067, United States"
41.6645187,-83.6263004,"3437, Indian Road, Ottawa Hills, Lucas County, Ohio, 43606, United States"
40.3702099,-80.7005846,"151, Parkview Drive, Winterdale, Wintersville, Jefferson County, Ohio, 43953, United States"
40.0363387,-83.0194438,"3620, Medbrook Way North, Clintonville, Columbus, Sharon, Franklin County, Ohio, 43214, United States"
41.6110386,-83.7641376,"Geiser Road, Crissey, Lucas County, Ohio, 43528, United States"
41.6143635,-83.7096298,"Hall Street, Holland, Lucas County, Ohio, 43528, United States"
40.8129692,-81.477271,"2967, 12th Street Northwest, Perry Heights, Stark County, Ohio, 44646, United States"
40.1551006,-82.6505807,"6894, Nichols Lane Road, Liberty Township, Licking County, Ohio, 43031, United States"
41.2723449,-81.4121686,"2799, Ellsworth Hill Drive, Winterberry Heights, Hudson, Summit County, Ohio, 44236, United States"
41.7345895,-80.902462,"Mechanicsville Road, Harpersfield Township, Austinburg Township, Ashtabula County, Ohio, United States"
39.2647893,-84.4752932,"133, Sheffield Road, Woodlawn, Springfield Township, Hamilton County, Ohio, 45240, United States"
41.0232903,-81.6000589,"468, Erie Street, New Portage, Barberton, Summit County, Ohio, 44203, United States"
39.660219,-82.4507149,"820, Kickapoo Court, Hideaway Hills, Rush Creek Township, Fairfield County, Ohio, 43107, United States"
40.3717289,-80.6585246,"3026, Crestline Drive, Sunset Hills, Glendwell, Steubenville, Jefferson County, Ohio, 43952, United States"
39.3458182,-84.3396828,"1259, Laura Lane, Burr Hill, Mason, Warren County, Ohio, 45040, United States"
39.230262,-84.501039,"9076, Arrowhead Court, Marlain Acres, Springfield Township, Hamilton County, Ohio, 45231, United States"
39.6623415,-84.2190078,"2719, Sonata Circle, Miami Township, Montgomery County, Ohio, 45449, United States"
40.0021226,-83.2175349,"7911, Morris Road, Brown Township, Franklin County, Ohio, 43026, United States"
40.0879493,-83.2970935,"Converse Huff Road, Darby Township, Madison County, Ohio, 43064, United States"
40.0025306,-83.2173466,"7901, Morris Road, Brown Township, Franklin County, Ohio, 43026, United States"
41.5712451,-81.5127845,"24438, Effingham Boulevard, Euclid, Cuyahoga County, Ohio, 44117, United States"
39.8450416,-83.0546762,"1859, Amber Light Way, Grove City, Jackson Township, Franklin County, Ohio, 43123, United States"
39.3271751,-84.2747064,"Deerfield Township, Warren County, Ohio, 45039, United States"
41.120211,-81.3385619,"4799, Sherman Road, Brimfield Township, Portage County, Ohio, 44240, United States"
40.3648613,-82.9160547,"167, Worthington-New Haven Road, West Liberty, Peru Township, Morrow County, Ohio, 43003, United States"
41.281128,-81.0936074,"8217, Windham Street, Garrettsville, Portage County, Ohio, 44231, United States"
41.6521604,-81.3096857,"Boyer Lane, Kirtland Hills, Lake County, Ohio, 44060, United States"
39.3186956,-83.4698025,"11128, Cope Road, Highland County, Ohio, 45123, United States"
39.1783525,-84.2541167,"5664, Bee Lane, Miami Township, Clermont County, Ohio, 45150, United States"
39.9369997,-84.2986858,"5145, Frederick-Garland Road, Miami County, Ohio, 45383, United States"
41.066415,-81.4545186,"146, Goodview Avenue, Brittain, Goodyear Heights, Akron, Summit County, Ohio, 44305, United States"
41.3571623,-83.6390411,"Assisted Living Memory Lane, East Gypsy Lane Road, Varsity Square, Bowling Green, Wood County, Ohio, 43402, United States"
41.3896811,-81.7479574,"6404, Nelwood Road, Parma Heights, Cuyahoga County, Ohio, 44130, United States"
39.202902,-84.365148,"7295, Redondo Court, Madeira, Hamilton County, Ohio, 45243, United States"
41.4832038,-81.8198794,"1446, Rockway Avenue, Clifton Park, Lakewood, Cuyahoga County, Ohio, 44107, United States"
41.3857281,-83.5053474,"Swan Road, Wood County, Ohio, 43450, United States"
41.3708027,-80.6950391,"5541, Ridge Road, Johnston Township, Trumbull County, Ohio, 44410, United States"
41.6622585,-81.2162992,"7615, Kenneth Drive, Lake County, Ohio, 44077, United States"
39.3675361,-84.4439735,"5287, Kindlewood Drive, West Chester Township, Butler County, Ohio, 45069, United States"
39.1208416,-84.1923615,"US 50, Stonelick Township, Clermont County, Ohio, 45150, United States"
40.0773122,-83.0995022,"3078, Meadowshire Court, Columbus, Franklin County, Ohio, 43017, United States"
39.8386185,-84.0145322,"243, Blair Drive, Thomas Trailer Park, Fairborn, Greene County, Ohio, 45324, United States"
41.1818072,-81.6498364,"Hickory Lane, Bath Township, Summit County, Ohio, 44333, United States"
41.4435003,-82.0252524,"Avon Early Learning Center, Stoney Ridge Road, Avon, Lorain County, Ohio, 44039, United States"
40.0229972,-83.0153722,"2946, Neil Avenue, Clintonville, Columbus, Sharon, Franklin County, Ohio, 43202, United States"
39.8942406,-82.8910701,"3600, Potomac Street, Columbus, Franklin County, Ohio, 43125, United States"
41.3357857,-81.7200115,"4801, Scottsdale Drive, North Royalton, Cuyahoga County, Ohio, 44133, United States"
40.1126997,-83.6149917,"Cambrian Road, Reynolds, Champaign County, Ohio, 43009, United States"
41.5153311,-83.8264613,"6861, South Berkey-Southern Road, Whitehouse, Lucas County, Ohio, 43571, United States"
41.0243759,-84.019176,"300, Glenbrook Drive, Ottawa, Glandorf Township, Putnam County, Ohio, 45875, United States"
41.6974298,-81.3449192,"Dallas Drive, Lone Star, Mentor-on-the-Lake, Mentor, Lake County, Ohio, 44060, United States"
41.4969988,-81.9771427,"401, Bounty Way, The Westwinds, Avon Lake, Lorain County, Ohio, 44012, United States"
41.3968678,-81.913805,"98, Delft Circle, Olmsted Township, Cuyahoga County, Ohio, 44138, United States"
41.2807714,-81.0939351,"8200, Windham Street, Garrettsville, Portage County, Ohio, 44231, United States"
39.9337093,-84.3359382,"7101, Jay Road, West Milton, Miami County, Ohio, 45383, United States"
39.3085576,-84.2833239,"3389, Wildwood Drive, Woodfield, Landen, Deerfield Township, Warren County, Ohio, 45039, United States"
40.0665578,-83.1529228,"5568, Viningbrook Drive, Columbus, Franklin County, Ohio, 43016, United States"
39.9937449,-83.0588462,"1828, North Devon Road, Upper Arlington Historic District, Upper Arlington, Sharon, Franklin County, Ohio, 43212, United States"
41.367755,-83.6610037,"640, Knollwood Drive, Boom Town Historic District, Bowling Green, Wood County, Ohio, 43402, United States"
41.3816911,-81.3094906,"17896, Snyder Road, Bainbridge, Bainbridge Township, Geauga County, Ohio, 44023, United States"
39.0830834,-84.3890771,"1606, Brandon Avenue, Mount Washington, Cincinnati, Hamilton County, Ohio, 45230, United States"
41.4243883,-81.732826,"6864, Delora Avenue, Brooklyn, Cuyahoga County, Ohio, 44144, United States"
40.8745003,-80.6882477,"735, Fairfield Avenue, Columbiana, Fairfield Township, Columbiana County, Ohio, 44408, United States"
41.015994,-80.7361169,"7065, South Raccoon Road, Ironwood Commons, Mahoning County, Ohio, 44406, United States"
40.0878474,-82.8160165,"Swickard Woods Boulevard, New Albany, Plain Township, Franklin County, Ohio, 43054, United States"
40.0867937,-82.8146862,"New Albany Plain Local Schools, Swickard Woods Boulevard, New Albany, Plain Township, Franklin County, Ohio, 43054, United States"
39.7107954,-83.9346867,"959, Old Springfield Pike, Xenia Township, Greene County, Ohio, 45385, United States"
41.0270812,-81.723859,"163, Humbolt Avenue, Wadsworth, Medina County, Ohio, 44281, United States"
41.6165023,-81.5099724,"241, East 248th Street, Beachview, Euclid, Cuyahoga County, Ohio, 44123, United States"
39.6736429,-84.1788983,"798, Parknoll Road, Kettering, Montgomery County, Ohio, 45429, United States"
39.2715403,-81.8262056,"5927, SR 144, Beebe, Troy Township, Athens County, Ohio, 45723, United States"
39.1202342,-84.4292267,"3685, Grandin Road, Columbia Tusculum, Cincinnati, Hamilton County, Ohio, 45226, United States"
41.3895771,-81.6760343,"1290, Firethorn Drive, Seven Hills, Cuyahoga County, Ohio, 44131, United States"
41.2819374,-81.4987641,"446, East Twinsburg Road, Boston Heights, Northfield Center Township, Summit County, Ohio, 44067, United States"
40.4537319,-82.3663594,"15505, Monroe Mills Road;Township Road 234, Monroe Mills, Monroe Township, Knox County, Ohio, 43050, United States"
41.4294844,-81.8560711,"21266, Mastick Road, Fairview Park, Cuyahoga County, Ohio, 44126, United States"
40.7776453,-82.4203359,"Bryonaire Drive, Mifflin Township, Richland County, Ohio, 44903, United States"
41.429839,-83.6284173,"19048, Mercer Road, Sugar Ridge, Wood County, Ohio, 43402, United States"
41.2288856,-81.3374026,"8799, Mavis Trail, Meadow View, Streetsboro, Portage County, Ohio, 44241, United States"
40.0260813,-83.0437102,"1072, Oberlin Drive, Cranbrook, Columbus, Sharon, Franklin County, Ohio, 43221, United States"
40.1439223,-82.8936201,"Rose's Drapery Designs, 982, Wake Drive, Westerville, Genoa Township, Delaware County, Ohio, 43082, United States"
39.9817607,-83.1058944,"3859, Grimes Drive, Columbus, Franklin County, Ohio, 43204, United States"
40.0483373,-82.4931689,"212, Timber Hearth Court, Newark, Licking County, Ohio, 43055, United States"
41.1673516,-81.4320832,"3831, Highland Avenue, Stow, Summit County, Ohio, 44224, United States"
39.1597533,-84.6986171,"3664, Shady Lane, North Bend, Miami Township, Hamilton County, Ohio, 45052, United States"
39.7934644,-82.262585,"3183, SR 669, Redfield, Perry County, Ohio, 43783, United States"
39.7932264,-82.2626931,"3183, SR 669, Redfield, Perry County, Ohio, 43783, United States"
41.14185,-81.5875734,"840, Sand Run Road, Greystone, Akron, Summit County, Ohio, 44313, United States"
40.412509,-82.6092983,"Liberty Township, Knox County, Ohio, United States"
40.021947,-82.6566359,"320, Riva Ridge Road Southwest, Beechwood Trails, Pataskala, Harrison Township, Licking County, Ohio, 43062, United States"
40.0920871,-82.6106706,"2667, Mounts Road Northwest, Alexandria, Saint Albans Township, Licking County, Ohio, 43001, United States"
39.4255127,-84.5127358,"5187, Headgates Road, Fairfield Township, Butler County, Ohio, 45011, United States"
40.1625166,-83.8711051,"Wiseman Road, Champaign County, Ohio, 43078, United States"
40.7738089,-82.4226339,"2522, Wedgewood Drive, Mifflin Township, Richland County, Ohio, 44903, United States"
40.0784775,-82.5467092,"Camarthen Way, Granville Township, Licking County, Ohio, 43023, United States"
40.0718694,-83.0116098,"253, Charleston Avenue, Sharon Heights, Clintonville, Columbus, Sharon, Franklin County, Ohio, 43214, United States"
41.2673063,-81.5250349,"6540, Wooded View Drive, Boston Heights, Summit County, Ohio, 44236, United States"
40.0998084,-82.9148364,"1011, Newfields Lane, Westerville, Sharon, Franklin County, Ohio, 43081, United States"
41.4330308,-82.2234828,"4524, Blush Court, Martin's Run, Lorain, Lorain County, Ohio, 44053, United States"
41.049628,-80.6988084,"5075, Hopkins Road, Tippwood Dells, Boardman, Mahoning County, Ohio, 44511, United States"
40.9070072,-81.1088356,"231, Vincent Street, Mount Union, Alliance, Stark County, Ohio, 44601, United States"
41.3917328,-82.0452426,"6743, Amber Way, Meadow Lakes, North Ridgeville, Lorain County, Ohio, 44039, United States"
40.0755981,-82.9130784,"3938, Chickory Avenue, Strawberry Farms, Columbus, Sharon, Franklin County, Ohio, 43230, United States"
41.6699626,-83.7834191,"Wolfinger Road, Lucas County, Ohio, 43528, United States"
41.7027479,-83.6281327,"4732, Rambo Lane, Franklin Park, Toledo, Lucas County, Ohio, 43623, United States"
39.7359826,-84.1845149,"31, Stonemill Road, Dayton, Montgomery County, Ohio, 45409, United States"
39.3503691,-84.2113083,"5696, Wyntree Court, Turning Leaf, Hamilton Township, Warren County, Ohio, 45039, United States"
40.6783413,-81.9346626,"Munson Road, Wayne County, Ohio, 44676, United States"
39.2655906,-84.7540293,"South Branch, Harrison, Crosby Township, Hamilton County, Ohio, 45030, United States"
41.4199138,-82.3588371,"5213, Ohio Street, Vermilion, Erie County, Ohio, 44089, United States"
41.4768096,-81.8367594,"19363, Riverview Avenue, Rocky River, Cuyahoga County, Ohio, 44116, United States"
38.732739,-82.9932971,"Student Parking, Bond Street, Portsmouth, Scioto County, Ohio, 41174, United States"
39.1843944,-82.9952774,"3458, Prussia Road, Ross County, Ohio, 45690, United States"
41.3176897,-81.6158009,"Deer Lick Cave Trail, Brecksville, Cuyahoga County, Ohio, 44141, United States"
40.0439987,-83.1166229,"3726, Darbyshire Drive, Norwich Township, Franklin County, Ohio, 43026, United States"
40.753667,-82.5045946,"356, East Arch Street, Downtown, Mansfield, Richland County, Ohio, 44902, United States"
41.5849403,-81.1078632,"14943, Crimson King Trail, Hambden Township, Geauga County, Ohio, 44024, United States"
41.1806566,-81.6482905,"Bridal Trail, Bath Township, Summit County, Ohio, 44210, United States"
39.038453,-82.5110418,"6754, Pattonsville Road, Pattonsville, Jackson County, Ohio, 45640, United States"
40.1296005,-83.0497971,"Worthington Hills Country Club, 920, Clubview Boulevard South, Worthington Hills, Columbus, Perry Township, Franklin County, Ohio, 43235, United States"
39.7796527,-82.6268612,"1540, Ginder Road Northwest, Dumontville, Greenfield Township, Fairfield County, Ohio, 43130, United States"
39.2226601,-84.4204254,"35, Lenore Drive, Reading, Hamilton County, Ohio, 45215, United States"
41.6812592,-83.6465683,"3407, Scarsborough Road, Franklin Park, Toledo, Lucas County, Ohio, 43615, United States"
40.4962584,-81.4423713,"473, 1st Drive Northeast, New Philadelphia, Tuscarawas County, Ohio, 44663, United States"
41.03242,-81.73346,"185, Simcox Street, Wadsworth, Medina County, Ohio, 44281, United States"
41.1236956,-81.8374211,"1199, Southport Drive, Medina, Medina County, Ohio, 44256, United States"
40.3038002,-84.1487217,"1565, Beck Drive, Sidney, Shelby County, Ohio, 45365, United States"
41.29283,-82.2371668,"44, Robin Park Boulevard, Robin Park, Oberlin, Lorain County, Ohio, 44074, United States"
39.2940887,-82.0933628,"Athens, Athens Township, Athens County, Ohio, 45701, United States"
39.3777216,-84.4598689,"7060, Lookout Court, Logsdon Ridge, Liberty Township, Butler County, Ohio, 45011, United States"
39.7276917,-84.0637589,"1223, Arnica Drive, Knollwood, Beavercreek, Greene County, Ohio, 45432, United States"
39.7555199,-82.5785217,"2170, Pleasantview Drive Northeast, Earl Peters Subdivision, Pleasant Township, Fairfield County, Ohio, 43130, United States"
41.4723892,-81.5552673,"17770, Parkland Drive, Onaway, Shaker Heights, Cuyahoga County, Ohio, 44122, United States"
41.1901207,-81.5136337,"207, Charlene Drive, Cuyahoga Falls, Summit County, Ohio, 44264, United States"
40.323082,-83.1685028,"30, River Road, Radnor Township, Delaware County, Ohio, 43061, United States"
39.8173047,-82.3290559,"Township Road 119 Northwest, Perry County, Ohio, 43783, United States"
39.0783376,-84.3394125,"1505, Huntcrest Drive, Huntcrest Acres, Anderson Township, Hamilton County, Ohio, 45255, United States"
41.0129376,-80.874964,"Berlin Station Road, Mahoning County, Ohio, 44401, United States"
40.0644139,-82.8833884,"4303, Plymouth Rock Court, Broadview Farms, Columbus, Sharon, Franklin County, Ohio, 43230, United States"
40.0530243,-83.0772171,"4777, Coach Road, Upper Arlington, Sharon, Franklin County, Ohio, 43220, United States"
40.1517188,-83.0246687,"Dripping Rock Trail (2.5 mi), Orange Township, Delaware County, Ohio, 43035, United States"
41.08395,-81.806778,"River Styx Road, Montville Township, Medina County, Ohio, United States"
